Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags,Price_EUR,Tag_Region,Rating,Unit,Section,ComplexList
Coachmans Hotel,http://www.thecoachmans.com,+353(0)646641311,-9.583693,51.879458,Kerry,Kenmare,Republic of Ireland,Hotel,704,Hotel_Kerry,5,Sect,48,"[6, 9, 8, 8, 1]"
Cooneys Hotel,http://www.cooneyshotel.com,+353(0)906438180,-7.764421055,53.56386916,Longford,Ballymahon,Republic of Ireland,Hotel,738,Hotel_Longford,2,Lot,52,"[9, 2]"
Salthill Caravan Park,http://www.salthillcaravanpark.com,+353(0)91523972,-9.10477,53.257153,Galway,Salthill,Republic of Ireland,Camping,767,Camping_Galway,2,Blk,71,"[0, 6, 8]"
Valentia Holiday Homes,http://www.rentacottage.ie/self-catering/Kerry/Valencia/Glor_na_Farraige(Type_B)-64.html,+353(0)61411109,-10.30187899,51.92119192,Kerry,,Republic of Ireland,Self Catering Accommodation,679,Self Catering Accommodation_Kerry,5,Sect,52,"[5, 6, 5, 4, 5]"
Bunratty Haven,http://www.bunrattyhaven.com,+353(0)61708362,-8.830662,52.717226,Clare,Bunratty,Republic of Ireland,B&B,610,B&B_Clare,5,Sect,84,"[2, 4, 6, 5, 0]"
Coomassig View,http://coomassigview.kerry-ireland.com,+353(0)646675005,-9.911975,51.838594,Kerry,Sneem,Republic of Ireland,B&B,1007,B&B_Kerry,2,Zone,92,"[6, 6, 7]"
Deerpark Manor B&B,http://www.deerparkmanorbandb.com,+353(0)949251078,-8.943372,53.938154,Mayo,Swinford,Republic of Ireland,B&B,1182,B&B_Mayo,2,Lot,95,"[6, 5, 3, 3, 8]"
Mount Falcon Holiday Cottages,http://www.mountfalcon.com,+353(0)9674472,-9.1573403,54.0584778,Mayo,,Ireland,Self Catering Accommodation,673,Self Catering Accommodation_Mayo,3,Zone,62,"[7, 1, 1]"
Gaultier Lodge,http://www.gaultierlodge.com,+353(0)51382549,-6.983528117,52.1928433,Waterford,Waterford City,Republic of Ireland,"B&B,B&Bs,Historic House",778,"B&B,B&Bs,Historic House_Waterford",4,Div,74,"[1, 6]"
Eagle View,https://www.booking.com/hotel/ie/eagle-view-holiday-home.en-gb.html,+353(0)578732427,-6.8391333,52.9668551,Kildare,,Ireland,Self Catering Accommodation,904,Self Catering Accommodation_Kildare,5,Blk,31,"[5, 2, 5, 1]"
River Forest Hotel,http://www.riverforesthotel.com,+353(0)16245678,-6.486982,53.371044,Kildare,Leixlip,Republic of Ireland,Hotel,1157,Hotel_Kildare,5,Div,4,"[1, 0, 1]"
Castle Dargan Hotel,https://www.facebook.com/Castle-Dargan-Golf-Hotel-Wellness-351501684919348/,+353(0)719118080,-8.436796,54.19783,Sligo,Ballygawley,Republic of Ireland,Hotel,1017,Hotel_Sligo,5,Sect,40,"[4, 5]"
Farren Lee Holiday Cottages,http://www.facebook.com/www.leevalleygolf.cork/,+353(0)217331721,-8.700742,51.890291,Cork,Cork City,Republic of Ireland,Self Catering Accommodation,1060,Self Catering Accommodation_Cork,1,Lot,87,"[4, 1, 0, 7]"
Imeall na Mara (Seashore House),http://www.imeallnamara.com,+353(0)669155191,-10.373242,52.190496,Kerry,Dingle,Republic of Ireland,B&B,949,B&B_Kerry,2,Sect,14,"[2, 2, 3, 2, 2]"
An Grianan Hotel,http://www.angriananhotel.com,+353(0)749368900,-7.433732,55.038929,Donegal,Burt,Republic of Ireland,Hotel,850,Hotel_Donegal,3,Lot,55,"[7, 7, 9]"
Doonbeg The Links,http://www.trumphotels.com/ireland,+353(0)659055600,-9.499911,52.747618,Clare,Doonbeg,Republic of Ireland,Self Catering Accommodation,720,Self Catering Accommodation_Clare,1,Div,20,"[4, 3, 0]"
Fern Cottage,http://www.ferncottageDonegal.com,+353(0)749137222,-7.879876,54.972828,Donegal,Churchill,Republic of Ireland,Self Catering Accommodation,1119,Self Catering Accommodation_Donegal,2,Sect,43,"[2, 4, 1]"
Rossmore Manor,http://www.rossmoremanor.com,+353(0)749721500,-8.087843946,54.62285089,Donegal,,Republic of Ireland,B&B,1083,B&B_Donegal,1,Sect,15,"[8, 9, 0, 1]"
Beaufort Lodge,https://www.facebook.com/pg/Beaufort-Lodge-104487182923319/about/?section=hours&tab=page_info,+353(0)646624822,-9.633578,52.066896,Kerry,Beaufort,Republic of Ireland,B&B,615,B&B_Kerry,5,Lot,73,"[8, 5, 3, 5, 5]"
Pond House,http://www.bandbireland.com/accommodation/26886/pond-house,+353(0)214381630,-8.578268,51.954337,Cork,Blarney,Republic of Ireland,B&B,1029,B&B_Cork,1,Lot,81,"[5, 0, 6, 7, 2]"
The Ferris Wheel,http://m.facebook.com/Ferris-Wheel-Bed-Breakfast-Gap-of-Dunloe-Killarney-CoKerry-Ireland-1446096425633555/,+353(0)646644609,-9.631776,52.046012,Kerry,Beaufort,Republic of Ireland,B&B,650,B&B_Kerry,1,Sect,76,"[1, 8]"
Old Boley Country House,http://www.oldboleywexford.com,+353(0)539134553,-6.619649,52.345984,Wexford,Barntown,Republic of Ireland,Self Catering Accommodation,1044,Self Catering Accommodation_Wexford,1,Sect,70,"[5, 9, 0]"
Murphy's Hotel,http://www.murphyshotel.ie,+353(0)719185598,-8.731331,54.053297,Sligo,Tubbercurry,Republic of Ireland,Hotel,1096,Hotel_Sligo,1,Lot,24,"[8, 5]"
Currane Lodge,http://www.curranelodge.ie,+353(0)669474073,-10.142181,51.843299,Kerry,Waterville,Republic of Ireland,B&B,678,B&B_Kerry,3,Sect,53,"[7, 1]"
Doire Farm Cottages,http://www.facebook.com/Doire-Farm-Cottages-163779897007889/?fref=ts,+353(0)646685312,-9.491088145,51.90355772,Kerry,Kilgarvan,Republic of Ireland,Self Catering Accommodation,860,Self Catering Accommodation_Kerry,2,Lot,11,"[7, 8, 4, 2, 8]"
Ethan House B&B,http://www.booking.com/hotel/ie/ethan-house-b-amp-b.html,+353(0)238848795,-9.034592,51.576062,Cork,Rosscarbery,Republic of Ireland,B&B,674,B&B_Cork,5,Sect,38,"[6, 1, 6, 5]"
Kinnitty Castle Hotel,http://www.kinnittycastlehotel.com,3.53579E+11,-7.6975013,53.1026067,Offaly,Birr,Ireland,Hotel,940,Hotel_Offaly,2,Blk,51,"[7, 1, 7]"
Downings Coastguard Cottages,http://www.coastguardcottages.ie,+353(0)879589087,-7.819779669,55.19273561,Donegal,Rosapenna,Republic of Ireland,Self Catering Accommodation,1157,Self Catering Accommodation_Donegal,3,Sect,67,"[5, 1, 5, 5, 5]"
Rockhill Holiday Park,http://www.rockhill.ie/,+353(0)749150012,-7.671828,55.13738,Donegal,Kerrykeel,Republic of Ireland,Self Catering Accommodation,648,Self Catering Accommodation_Donegal,4,Div,10,"[6, 2, 5]"
Summer Hill,http://www.summer-hill.com/,+353(0)2770417,-9.919640674,51.64659241,Cork,Castletownbere,Republic of Ireland,B&B,838,B&B_Cork,4,Zone,81,"[6, 7, 8, 7]"
Ocean Breeze,http://www.oceanbreezedonegal.com,+353(0)749723827,-8.119464,54.643835,Donegal,Donegal Town,Republic of Ireland,B&B,1184,B&B_Donegal,4,Div,46,"[8, 2, 2, 5, 4]"
Loughdan House,http://www.loughdanhouse.com,+353(0)12817027,-6.289260119,53.06687021,Wicklow,Roundwood,Republic of Ireland,B&B,780,B&B_Wicklow,2,Div,88,"[0, 1, 7, 8]"
Feerick's Hotel,https://www.feerickshotel.com,3.53437E+11,-7.5212561,53.6570369,Westmeath,Rathowen,Ireland,Hotel,679,Hotel_Westmeath,3,Blk,53,"[3, 5, 4]"
Shearwater Hotel,https://facebook.com/MaldronHotels,+353(0)909630400,-8.219521236,53.32646218,Galway,Ballinasloe,Republic of Ireland,Hotel,893,Hotel_Galway,5,Lot,55,"[5, 8]"
Deebert House Hotel,http://www.deeberthousehotel.com,+353(0)6331200,-8.570646,52.400813,Limerick,Kilmallock,Republic of Ireland,Hotel,905,Hotel_Limerick,5,Div,69,"[8, 6, 8, 2]"
Jacob's Well Hotel,http://www.jacobswellrathdrum.com,+353(0)40446620,-6.230793,52.932588,Wicklow,Rathdrum,Republic of Ireland,Hotel,998,Hotel_Wicklow,4,Zone,82,"[1, 9]"
Ashford Cottages,http://ashfordselfcatering.com/,+353(0)40440831,-6.103141,53.00147,Wicklow,Ashford,Republic of Ireland,Self Catering Accommodation,788,Self Catering Accommodation_Wicklow,4,Sect,16,"[2, 8, 3, 5]"
12 Monterey Court,http://www.12montereycourt.com,+353(0)868424004,-9.073866,53.261041,Galway,Salthill,Republic of Ireland,Self Catering Accommodation,1174,Self Catering Accommodation_Galway,5,Zone,51,"[0, 2]"
Sleepzone,https://www.facebook.com/sleepzone,+353(0)91566999,-9.05057,53.276675,Galway,Galway City,Republic of Ireland,Hostel,913,Hostel_Galway,4,Lot,3,"[5, 0]"
Doolin Riverside Caravan and Camping Park,http://www.campingdoolin.com/,+353(0)852819888,-9.380126349,53.01636573,Clare,Doolin,Republic of Ireland,Camping,772,Camping_Clare,5,Blk,47,"[5, 3]"
Castle Hostel,http://www.castlehostel.ie,+353(0)667125167,-9.701499,52.269062,Kerry,Tralee,Republic of Ireland,Hostel,1177,Hostel_Kerry,1,Blk,81,"[6, 9, 8, 2]"
Atlantic View Cottages,http://www.atlanticviewcottages.com,+353(0)656828282,-9.357362,53.011372,Clare,Doolin,Republic of Ireland,Self Catering Accommodation,1155,Self Catering Accommodation_Clare,2,Sect,86,"[6, 5, 7, 1]"
Number 2 Glenvale Cottage,,+353(0)949026090,-9.977266,54.005479,Mayo,,Republic of Ireland,Self Catering Accommodation,899,Self Catering Accommodation_Mayo,1,Div,29,"[8, 8, 0]"
Loop Head Lightkeeper's Cottage,http://www.irishlandmark.com,+353(0)16704733,-9.932304847,52.56078482,Clare,Loop Head,Republic of Ireland,"Self Catering Accommodation,Welcome Standard",614,"Self Catering Accommodation,Welcome Standard_Clare",1,Lot,39,"[2, 1, 0]"
Portbeg Holiday Homes at Donegal Bay,http://www.portbegholidayhomes.com,+353(0)719829952,-8.302093,54.477521,Donegal,Bundoran,Republic of Ireland,Self Catering Accommodation,958,Self Catering Accommodation_Donegal,3,Div,55,"[6, 5, 3, 7]"
Eagle's Nest Bed & Breakfast,http://www.eaglesnest-BB.com,+353(0)749544893,-8.337178,54.844738,Donegal,Lettermacaward,Republic of Ireland,B&B,933,B&B_Donegal,2,Div,40,"[9, 3, 2, 4]"
Kilians Lodge Hotel,http://www.kilianslodge.com/index.php,3.53469E+11,-6.945492,53.811375,Cavan,Mullagh,Republic of Ireland,Hotel,689,Hotel_Cavan,3,Lot,18,"[4, 8, 0, 5]"
Cow House Studios,http://www.cowhousestudios.com,+353(0)539169567,-6.810732493,52.50468525,Wexford,Rathnure,Republic of Ireland,"B&B,Welcome Standard",981,"B&B,Welcome Standard_Wexford",3,Lot,31,"[2, 6, 8]"
Ballymacarbry Hostel,http://www.ballymacarbry.com,+353(0)526185483,-7.710547,52.266575,Waterford,,Republic of Ireland,"Hostel,Welcome Standard",1105,"Hostel,Welcome Standard_Waterford",4,Div,41,"[0, 0, 4, 6]"
The Old Imperial Hotel,http://www.theoldimperialhotel.com,+353(0)2492435,-7.850104,51.955522,Cork,Youghal,Republic of Ireland,Hotel,663,Hotel_Cork,5,Div,52,"[3, 8, 0]"
Killarney House (Tralee),http://www.killarneyhousetralee.com,+353(0)667196989,-9.737669,52.283042,Kerry,Tralee,Republic of Ireland,B&B,1034,B&B_Kerry,5,Blk,92,"[1, 9]"
2 Millfield House,http://www.kenmare-selfcatering.com,+353(0)646685602,-9.598536,51.88282,Kerry,Kenmare,Republic of Ireland,Self Catering Accommodation,684,Self Catering Accommodation_Kerry,2,Lot,54,"[1, 3, 9]"
Adare Farm Cottage,http://www.adarefarmcottage.com,+353(0)61396223,-8.801211,52.552666,Limerick,Adare,Republic of Ireland,Self Catering Accommodation,1050,Self Catering Accommodation_Limerick,2,Sect,39,"[2, 2, 0, 7]"
Viking House Hotel,http://www.vikinghousehotel.com,+353(0)749543295,-8.385586374,55.0226657,Donegal,Kincasslagh,Republic of Ireland,Hotel,851,Hotel_Donegal,4,Sect,66,"[2, 3]"
Step House,http://www.stephousehotel.ie/index.html,+353(0)599773209,-6.927435,52.601208,Carlow,Borris,Republic of Ireland,Hotel,603,Hotel_Carlow,1,Blk,77,"[6, 7, 2, 3]"
Bolands,http://www.bolandsdingle.ie,+353(0)669151426,-10.273092,52.143677,Kerry,Dingle,Republic of Ireland,B&B,1180,B&B_Kerry,3,Zone,43,"[0, 7, 5]"
Valley Lodge Farm Hostel,http://www.valleylodgeaccommodation.com/hostel.htm,+353(0)949365180,-9.058048,53.784251,Mayo,Claremorris,Republic of Ireland,Hostel,699,Hostel_Mayo,3,Lot,49,"[9, 1, 9]"
Strandhill Lodge and Suites,http://www.strandhilllodgeandsuites.com,+353(0)719122122,-8.596103448,54.26706519,Sligo,Strandhill,Republic of Ireland,Hotel,958,Hotel_Sligo,1,Lot,22,"[2, 6, 7, 3]"
Michaeleen's Manor B&B,http://www.michaeleensmanor.com/,3.5395E+11,-9.270113,53.539006,Mayo,,Ireland,B&B,709,B&B_Mayo,4,Blk,86,"[8, 1, 0]"
The Red Door Country House,https://www.facebook.com/TheRedDoorFahan/,+353(0)749360289,-7.46643255,55.08503208,Donegal,Fahan,Ireland,"B&B,Welcome Standard",1160,"B&B,Welcome Standard_Donegal",2,Zone,86,"[9, 5, 1, 5]"
Newtown Farm Country House,http://www.newtownfarm.com,+353(0)2494143,-7.725015,51.996701,Waterford,Ardmore,Ireland,B&B,1043,B&B_Waterford,1,Lot,18,"[8, 6, 3]"
Hillview,http://www.hillviewbray.com,+353(0)12877226,-6.09384331,53.17329616,Wicklow,Bray,Ireland,B&B,1083,B&B_Wicklow,4,Zone,35,"[6, 6, 3, 5]"
Audley House,http://www.audleyhousecork.com,+353(0)214274292,-8.48789,51.895745,Cork,Western Road,Ireland,B&B,859,B&B_Cork,1,Sect,27,"[4, 3]"
Muckno Lodge,http://www.mucknolodge.ie,+353(0)879531435,-6.684661948,54.09270475,Monaghan,Toome,Ireland,Self Catering Accommodation,880,Self Catering Accommodation_Monaghan,4,Zone,92,"[9, 9, 4, 6]"
Arranmore Holiday Village,https://arranmoreisland.ie/,+353(0)749520533,-8.502960346,54.98019118,Donegal,,Ireland,Self Catering Accommodation,981,Self Catering Accommodation_Donegal,1,Blk,7,"[4, 6]"
Riverside Cottage,http://www.riversidecottagedoolin.com,+353(0)657074049,-9.383450559,53.01317823,Clare,Doolin,Ireland,B&B,1071,B&B_Clare,3,Blk,21,"[9, 4, 9, 9]"
Orchid House,http://www.orchidhouse.net,+353(0)657076975,-9.2991272,53.09953647,Clare,Fanore,Ireland,B&B,1109,B&B_Clare,5,Zone,32,"[0, 3, 7, 5]"
Lough Bawn House,https://www.facebook.com/Loughbawn-House-BB-189640781135975/?fref=ts,3.5345E+11,-7.21216,53.6474715,Westmeath,Collinstown,Ireland,B&B,610,B&B_Westmeath,2,Zone,56,"[8, 0, 8, 3, 8]"
Sea Mist,,+353(0)877757985,-9.334084104,53.2447157,Galway,Spiddal,Ireland,B&B,998,B&B_Galway,4,Sect,25,"[4, 0, 1, 5]"
Fáilte B&B,http://www.paxad.ie/failtebandb,+353(0)9826005,-9.3191882,53.8449215,Mayo,,Ireland,B&B,665,B&B_Mayo,4,Blk,54,"[5, 1, 5, 0]"
Westport Country Lodge Hotel,http://www.westportcountrylodge.ie/,+353(0)9856030,-9.464491903,53.78452122,Mayo,Westport,Ireland,Hotel,773,Hotel_Mayo,5,Zone,74,"[4, 6]"
Go Explore Hostel & Sailor's Bar,http://www.goexplorehostel.ie/hostel-accommodation-mayo/,+353(0)874108706,-9.95301,53.80156,Mayo,Clare Island,Ireland,Hostel,1098,Hostel_Mayo,1,Lot,83,"[9, 8, 3, 7]"
Horetown House,http://www.horetownhouse.ie,+353(0)51565633,-6.721558084,52.31636492,Wexford,,Ireland,Hotel,750,Hotel_Wexford,4,Zone,10,"[8, 3]"
Dromquinna Manor,https://www.facebook.com/pages/Dromquinna-Manor/165717870152060?ref=br_tf,+353(0)646642888,-9.643829843,51.87149517,Kerry,Kenmare,Ireland,Hotel,1078,Hotel_Kerry,5,Zone,14,"[9, 7, 9, 0, 1]"
Teac Chondai Thatch cottage,http://www.teacchondai.com,+353(0)851003321,-8.287859836,54.99923292,Donegal,Annagry,Ireland,Self Catering Accommodation,878,Self Catering Accommodation_Donegal,4,Zone,10,"[5, 1, 7, 0]"
The Connemara Hostel (Sleepzone),https://www.sleepzone.ie/the-connemara-hostel,+353(0)9542929,-9.778019051,53.59396552,Galway,Leenane,Ireland,Hostel,739,Hostel_Galway,1,Div,91,"[1, 4, 8, 5, 7]"
Atlantic 'N' Riverside,http://www.easkeybandb.com,+353(0)9649837,-8.960796,54.286351,Sligo,Easkey,Ireland,B&B,800,B&B_Sligo,5,Div,65,"[9, 4, 9, 5]"
Shady Hollow B&B,http://www.hollowaytravel.com,+353(0)2979194,-9.05698,52.12311,Cork,Mallow,Ireland,B&B,918,B&B_Cork,1,Sect,53,"[7, 1, 6, 8, 1]"
Beach Haven,http://www.beachhavenhouse.com,+353(0)51390208,-7.145,52.166,Waterford,Tramore,Ireland,B&B,1059,B&B_Waterford,3,Blk,79,"[1, 8, 7, 1, 7]"
Southbeach Apartments,http://www.southbeachholidayapartments.com,+353(0)851610179,-6.38955832,52.27807046,Wexford,Rosslare Strand,Ireland,Self Catering Accommodation,964,Self Catering Accommodation_Wexford,3,Lot,59,"[5, 9]"
Ballyliffin Townhouse Hotel,http://www.ballyliffintownhouse.ie,+353(0)749378300,-7.394942992,55.27759661,Donegal,Ballyliffin,Ireland,Hotel,1160,Hotel_Donegal,3,Div,24,"[1, 4]"
Robin Hill,https://www.facebook.com/robinhillcobh/,+353(0)214812222,-8.31149,51.84823,Cork,Rushbrooke,Ireland,B&B,1121,B&B_Cork,3,Zone,51,"[0, 4, 2]"
Newlands Lodge,http://www.newlandslodge.com,+353(0)567729862,-7.26364,52.59256,Kilkenny,Kilkenny City,Ireland,B&B,1052,B&B_Kilkenny,1,Sect,70,"[2, 0]"
Castle Ivy Lodge,http://www.myinfo.ie/Cashel-Ivy-Lodge-Self-Catering/,+353(0)6252500,-7.8884098,52.5197642,Tipperary,Cashel,Ireland,Self Catering Accommodation,962,Self Catering Accommodation_Tipperary,3,Div,4,"[9, 3, 8, 4, 9]"
Oscars Hostel,http://www.oscarshostel.com,+353(0)212418380,-8.454674993,51.90268816,Cork,Cork City,Ireland,Hostel,774,Hostel_Cork,5,Blk,61,"[2, 7]"
Dunmore East Holiday Park,http://www.dunmoreholiday.ie/,+353(0)877022566,-6.992148881,52.15923309,Waterford,Dunmore East,Ireland,Camping,847,Camping_Waterford,3,Sect,50,"[8, 4]"
Osborne's Storehouse,http://osborne-storehouse.com,+353(0)599771722,-6.832566967,52.60112574,Carlow,Borris,Ireland,"Self Catering Accommodation,Welcome Standard",671,"Self Catering Accommodation,Welcome Standard_Carlow",2,Sect,7,"[4, 7, 0]"
Silver Line Cruisers,https://silverlinecruisers.com/,+353(0)579151112,-7.990115919,53.19385191,Offaly,Banagher,Ireland,"Self Catering Accommodation,Welcome Standard,Activity Holiday Accommodation",824,"Self Catering Accommodation,Welcome Standard,Activity Holiday Accommodation_Offaly",5,Zone,27,"[7, 8, 9, 7, 5]"
Upperchurch Self Catering Cottage & Spa,,+353(0)876626028,-8.038722329,52.70311331,Tipperary,Upperchurch,Ireland,Self Catering Accommodation,1156,Self Catering Accommodation_Tipperary,1,Lot,45,"[3, 8, 3]"
Galway City Hostel,http://www.galwaycityhostel.com,+353(0)91535878,-9.047670189,53.27421649,Galway,Eyre Square,Ireland,Hostel,855,Hostel_Galway,3,Lot,34,"[0, 3, 2, 4]"
The Cosy Cottage,http://www.thecosycottage.com,+353(0)749385740,-7.039126242,55.18922715,Donegal,Moville,Ireland,"B&B,Welcome Standard",668,"B&B,Welcome Standard_Donegal",3,Lot,29,"[7, 4, 1, 5]"
Cara House,http://www.carabedandbreakfast.com/,+353(0)949388315,-8.919554213,53.79408506,Mayo,Knock,Ireland,"B&B,Welcome Standard",991,"B&B,Welcome Standard_Mayo",3,Blk,65,"[8, 7]"
The Fanad Lodge,https://www.facebook.com/fanadlodge.fanadlodge/,+353(0)749159057,-7.702445508,55.24466487,Donegal,Letterkenny,Ireland,"B&B,Welcome Standard",1178,"B&B,Welcome Standard_Donegal",5,Sect,41,"[2, 0]"
Glenmalure,https://anoige.ie/glenmalure-youth-hostel/,+353(0)18304555,-6.421903749,52.99158641,Wicklow,Glenmalure,Ireland,"Hostel,Welcome Standard",1121,"Hostel,Welcome Standard_Wicklow",3,Div,50,"[0, 9, 1]"
Inisean B&B,http://www.iniseanbandb.com,+353(0)749521455,-8.369871616,54.95346595,Donegal,Dungloe,Ireland,B&B,764,B&B_Donegal,5,Zone,80,"[5, 2, 8, 1]"
Hazelwood Lodge,http://www.hazelwoodlodge.ie/,+353(0)657077092,-9.155771037,53.10608224,Clare,Ballyvaughan,Ireland,"B&B,Welcome Standard",872,"B&B,Welcome Standard_Clare",1,Zone,10,"[7, 6, 8, 4, 2]"
The Gateway Lodge,http://www.thegatewaydonegal.com,+353(0)749740405,-8.115003299,54.65626131,Donegal,,Ireland,"B&B,Welcome Standard",919,"B&B,Welcome Standard_Donegal",4,Blk,36,"[9, 4]"
Nox Hotel,http://www.noxhotelgalway.ie,+353(0)91735555,-9.042277664,53.28668118,Galway,Headford Road,Ireland,Hotel,748,Hotel_Galway,3,Lot,8,"[3, 9, 8, 3, 4]"
O'Briens' Cashel Lodge,http://www.cashel-lodge.com,+353(0)6261003,-7.896397244,52.52023019,Tipperary,Cashel,Ireland,"B&B,Welcome Standard",761,"B&B,Welcome Standard_Tipperary",2,Lot,92,"[2, 0, 2, 5, 1]"
The Upton Court Hotel,http://www.seanogs.ie,+353(0)539130128,-6.280333926,52.51736205,Wexford,Kilmuckridge,Ireland,Hotel,742,Hotel_Wexford,2,Lot,19,"[9, 0, 0]"
Duncannon Beach Holiday Park,http://www.duncannonholidaypark.com,+353(0)51389707,-6.919068515,52.2184451,Wexford,Duncannon,Ireland,"Camping,Welcome Standard",1197,"Camping,Welcome Standard_Wexford",4,Zone,82,"[0, 0, 1]"
Racey Byrne's B&B,http://www.facebook.com/raceybyrnes/,+353(0)599131790,-6.92578722,52.83614658,Carlow,,Ireland,"B&B,Welcome Standard",1048,"B&B,Welcome Standard_Carlow",4,Blk,19,"[8, 1]"
Ardboula House,http://ardboula.com/,3.53862E+11,-8.774839057,52.89454154,Clare,Tulla,Ireland,"Self Catering Accommodation,Welcome Standard",1105,"Self Catering Accommodation,Welcome Standard_Clare",4,Blk,33,"[7, 6, 6, 3]"
Valentia Island Caravan & Camping,http://www.valentiaislandcamping.com,+353(0)879673673,-10.29245449,51.92390223,Kerry,Knightstown,Ireland,"Camping,Welcome Standard",1090,"Camping,Welcome Standard_Kerry",1,Zone,61,"[0, 1, 8, 0, 1]"
Diamond Hill Country House,http://www.diamondhill.ie,+353(0)860658631,-7.079989712,52.27737372,Waterford,Waterford City,Ireland,"B&B,Welcome Standard",1176,"B&B,Welcome Standard_Waterford",3,Zone,83,"[0, 1]"
The Ritz,http://www.theritz-killybegs.com/,+353(0)749731309,-8.441092166,54.6369956,Donegal,Killybegs,Ireland,"Hostel,Welcome Standard",663,"Hostel,Welcome Standard_Donegal",5,Lot,18,"[6, 0, 9, 0]"
The Mill Restaurant & Accommodation,https://www.themilldunfanaghy.com/,3.53749E+11,-7.9795346,55.1767293,Donegal,Dunfanaghy,Ireland,"B&B,Welcome Standard",1129,"B&B,Welcome Standard_Donegal",1,Lot,22,"[8, 5, 4, 1]"
Tir na hÓige,http://easkey.ie/CaravanPark.html,+353(0)9649052,-8.96172547,54.28572494,Sligo,Easkey,Ireland,"Camping,Welcome Standard",640,"Camping,Welcome Standard_Sligo",3,Sect,88,"[8, 3]"
Boyles' Caravans and Camping Ground,http://boylescaravans.com/index.html,3.53838E+11,-8.44554812,54.83910894,Donegal,Portnoo,Ireland,"Camping,Welcome Standard",885,"Camping,Welcome Standard_Donegal",3,Sect,32,"[7, 6]"
Huntington Castle,http://www.huntingtoncastle.com,+353(0)539377160,-6.649045974,52.6903993,Carlow,Clonegal,Ireland,"B&B,Welcome Standard",957,"B&B,Welcome Standard_Carlow",5,Zone,21,"[0, 1]"
Barrons Café and Bed & Breakfast,http://www.barronsmoville.com/,+353(0)749382472,-7.041861243,55.1882175,Donegal,Moville,Ireland,"B&B,Welcome Standard",815,"B&B,Welcome Standard_Donegal",2,Sect,74,"[6, 1]"
The Glenmalure Lodge,http://www.glenmalurelodge.ie,+353(0)40446188,-6.353519902,52.95769549,Wicklow,Glenmalure,Ireland,"B&B,Welcome Standard",687,"B&B,Welcome Standard_Wicklow",3,Blk,10,"[1, 9, 7, 3]"
Travellers' Rest Hostel,http://www.hostelcaherdaniel.com,+353(0)669475175,-10.09793617,51.76775764,Kerry,,Ireland,"Hostel,Welcome Standard",715,"Hostel,Welcome Standard_Kerry",4,Sect,86,"[0, 0, 5]"
Wilton Castle,http://www.wiltoncastleireland.com,+353(0)539247738,-6.612060247,52.45896009,Wexford,Enniscorthy,Ireland,"B&B,Welcome Standard",1095,"B&B,Welcome Standard_Wexford",1,Sect,87,"[6, 3]"
Riverside,http://riversidelaragh.com,+353(0)40445840,-6.298781782,53.00376379,Wicklow,Glendalough,Ireland,"B&B,Welcome Standard",791,"B&B,Welcome Standard_Wicklow",5,Sect,85,"[5, 5]"
Copperfield House,http://www.copperfieldhouse.ie,+353(0)6261075,-7.89092549,52.51439158,Tipperary,Cashel,Ireland,B&B,786,B&B_Tipperary,5,Sect,30,"[1, 5, 8, 2]"
Hookless Holiday Homes,http://hooklessholidayhomes.com,+353(0)51441130,-6.881657064,52.16369404,Wexford,New Ross,Ireland,Self Catering Accommodation,1154,Self Catering Accommodation_Wexford,4,Zone,12,"[7, 4, 8, 9, 2]"
Curraghchase Caravan & Campsite,http://www.curraghchasecaravanpark.ie,+353(0)61396349,-8.880201,52.618176,Limerick,Kilcornan,Ireland,"Camping,Welcome Standard",686,"Camping,Welcome Standard_Limerick",4,Zone,43,"[0, 1, 0, 3, 9]"
Crew's Restaurant & Accommodation,http://www.crews.ie,+353(0)5823422,-7.61718789,52.08868823,Waterford,Dungarvan,Ireland,"Self Catering Accommodation,Welcome Standard",1150,"Self Catering Accommodation,Welcome Standard_Waterford",4,Lot,34,"[6, 0, 5, 3]"
Claddagh Cottages,http://www.claddaghcottages.ie/,+353(0)863554902,-7.761761003,52.01630362,Waterford,Clashmore,Ireland,"Self Catering Accommodation,Welcome Standard",1153,"Self Catering Accommodation,Welcome Standard_Waterford",4,Lot,95,"[2, 2, 9]"
Talbot Suites at Stonebridge,https://talbotsuites.ie,+353(0)539122566,-6.45763229,52.33668299,Wexford,,Ireland,Self Catering Accommodation,959,Self Catering Accommodation_Wexford,5,Div,63,"[4, 0, 7, 4]"
The Royal Cork Yacht Club,http://royalcork.com,+353(0)214831023,-8.303805711,51.80436182,Cork,Crosshaven,Ireland,"Self Catering Accommodation,Welcome Standard",699,"Self Catering Accommodation,Welcome Standard_Cork",3,Sect,94,"[6, 1, 5]"
Croan Cottages,http://croancottages.com,+353(0)567766868,-7.271369872,52.47464308,Kilkenny,,Ireland,Self Catering Accommodation,693,Self Catering Accommodation_Kilkenny,3,Sect,75,"[4, 0, 2, 0, 5]"
